INDEX_NR,INCIDENT_DATE,TIME,AIRPORT_ID,AIRPORT,STATE,LATITUDE,LONGITUDE,PHASE_OF_FLIGHT,HEIGHT,SPEED,AC_MAKE,AC_MODEL,AC_CLASS,AC_MASS,ENG_TYPE,NUM_ENGS,SKY,PRECIPITATION,SPECIES,SPECIES_ID,SIZE,NUM_SEEN,NUM_STRUCK,DAMAGE_IND,DAM_LEVEL,EFFECT,STR_PARTS,DAM_PARTS,COST_REPAIRS,COST_OTHER,NR_INJURIES,NR_FATALITIES,REMARKS,data_origin,operational_use
SAMPLE-00069,2020-01-19,03:05,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.93994539482278,-78.30991077491791,Landing Roll,902.0,91.0,Airbus,Model-460,Airplane,5,Turbofan,2,Overcast,Rain,Common Buzzard,Buteo buteo,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00070,2018-11-24,06:57,SAMPLE25,Sample Regional Airport 25 (SYNTHETIC),,53.81002788118926,11.241347821344421,En Route,2044.0,193.0,Boeing,Model-392,Airplane,5,Turboprop,2,Some Cloud,None,Eurasian Sparrowhawk,Accipiter nisus,Medium,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00071,2018-07-11,12:07,SAMPLE16,Sample Municipal Airport 16 (SYNTHETIC),,49.20681250041249,2.3376714070324343,Approach,726.0,170.0,Boeing,Model-271,Airplane,5,Turbojet,2,Some Cloud,Rain,Bald Eagle,Haliaeetus leucocephalus,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00072,2018-09-26,04:34,SAMPLE20,Sample Municipal Airport 20 (SYNTHETIC),,54.465616809539334,4.069509252579763,Descent,1731.0,203.0,Airbus,Model-644,Airplane,4,Turboprop,2,Overcast,None,Common Starling,Sturnus vulgaris,Medium,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00073,2023-07-20,15:20,SAMPLE13,Sample Regional Airport 13 (SYNTHETIC),SS,40.68533094456683,-98.79322695881632,Landing Roll,697.0,235.0,Embraer,Model-266,Airplane,1,Turbojet,4,Some Cloud,Fog,Common Raven,Corvus corax,Medium,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00074,2019-08-24,16:37,,Sample Regional Airport 17 (SYNTHETIC),,54.949219605809205,5.156163678704732,En Route,2581.0,207.0,Airbus,Model-771,Airplane,2,Turboprop,2,No Cloud,None,American Robin,Turdus migratorius,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00075,2022-04-14,10:28,SAMPLE19,Sample Regional Airport 19 (SYNTHETIC),,47.26330278481454,12.403360050236646,Take-off run,155.0,128.0,Airbus,Model-102,Airplane,5,Turboprop,2,Some Cloud,None,Rock Pigeon,Columba livia,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00076,2022-05-15,12:04,SAMPLE08,Sample Municipal Airport 08 (SYNTHETIC),SS,33.07256408652713,-114.14910261699264,Take-off run,660.0,148.0,Cessna,Model-835,Airplane,4,Turbojet,2,Overcast,None,Eurasian Sparrowhawk,Accipiter nisus,Large,2-10,2-10,N/A,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00077,2019-07-17,17:58,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.97394608430212,-78.32754940149984,En Route,80.0,172.0,Cessna,Model-250,Airplane,2,Turboprop,2,Overcast,None,Greylag Goose,Anser anser,Large,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00078,2020-10-03,00:21,SAMPLE25,Sample Regional Airport 25 (SYNTHETIC),,53.784645650367146,11.248167146191768,Climb,2533.0,197.0,Boeing,Model-844,Airplane,2,Turbojet,2,Some Cloud,None,Herring Gull,Larus argentatus,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00079,2021-07-09,08:11,SAMPLE04,Sample Municipal Airport 04 (SYNTHETIC),SS,33.666278927992074,-95.05402851380423,Approach,154.0,217.0,Boeing,Model-708,Airplane,2,Turbofan,2,No Cloud,None,Grey Heron,Ardea cinerea,Medium,2-10,2-10,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00080,2018-09-20,22:41,SAMPLE04,Sample Municipal Airport 04 (SYNTHETIC),SS,33.65044098263161,-95.04576519660189,Landing Roll,702.0,113.0,Cessna,Model-727,Airplane,3,Turbofan,2,Overcast,None,Common Ringed Plover,Charadrius hiaticula,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00081,2020-01-10,23:20,SAMPLE19,Sample Regional Airport 19 (SYNTHETIC),,47.30401821596433,12.421944008743266,Climb,1525.0,143.0,Boeing,Model-348,Airplane,3,Turbofan,2,Overcast,Rain,Eurasian Sparrowhawk,Accipiter nisus,Medium,1,1,Y,M,Precautionary Landing,Nose,Engine,6680.5,25.22,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00082,2023-04-05,20:06,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.648339188906085,12.463780764123346,En Route,471.0,107.0,Embraer,Model-157,Airplane,5,Turbojet,2,Overcast,None,Rock Pigeon,Columba livia,Medium,11-100,11-100,Y,M,Precautionary Landing,Wing,Engine,2754.16,2279.08,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00083,2018-06-01,14:22,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.625597325755415,12.481480283443208,En Route,317.0,89.0,Embraer,Model-156,Airplane,5,Turbofan,2,Overcast,None,Rock Pigeon,Columba livia,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00084,2024-07-20,06:52,SAMPLE01,Sample Regional Airport 01 (SYNTHETIC),SS,42.387033387047886,-100.24601985247365,Approach,166.0,189.0,Boeing,Model-278,Airplane,2,Turbofan,2,Overcast,None,Mute Swan,Cygnus olor,Small,2-10,2-10,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00085,2023-02-10,21:41,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.81395229991964,0.03170280526047249,Take-off run,2438.0,202.0,Airbus,Model-690,Airplane,2,Turboprop,2,Some Cloud,None,Great Black-backed Gull,Larus marinus,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00086,2022-05-25,01:41,SAMPLE08,Sample Municipal Airport 08 (SYNTHETIC),SS,33.055731603353166,-114.17807640185964,Climb,1794.0,187.0,Boeing,Model-229,Airplane,1,Turbojet,2,Overcast,None,Common Kestrel,Falco tinnunculus,Small,1,1,Y,M,None,Engine,,21708.94,1431.69,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00087,2024-10-25,11:01,SAMPLE18,Sample Municipal Airport 18 (SYNTHETIC),,46.33430296085062,13.07965950476256,En Route,59.0,152.0,Embraer,Model-720,Airplane,4,Turboprop,2,Overcast,None,Great Black-backed Gull,Larus marinus,Medium,2-10,2-10,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00088,2020-02-10,17:48,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.59837155970896,12.48793673309705,Descent,2363.0,106.0,Boeing,Model-481,Airplane,5,Turbofan,2,Overcast,None,Grey Heron,Ardea cinerea,Large,11-100,11-100,Y,M,Other,Engine,Windshield,10489.88,114.69,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00089,2019-01-02,10:36,SAMPLE07,Sample Regional Airport 07 (SYNTHETIC),SS,41.87512772156798,-76.47213630291502,Landing Roll,160.0,172.0,Embraer,Model-153,Airplane,2,Turbofan,2,Overcast,None,Bald Eagle,Haliaeetus leucocephalus,Medium,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00090,2018-08-08,02:02,SAMPLE24,Sample Municipal Airport 24 (SYNTHETIC),,57.87153912385848,13.965407237479843,Approach,619.0,117.0,Airbus,Model-606,Airplane,5,Turbojet,2,No Cloud,None,Eurasian Sparrowhawk,Accipiter nisus,Large,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00091,2022-02-21,12:52,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.24853596385772,-119.68596566466276,Landing Roll,166.0,234.0,Boeing,Model-590,Airplane,4,Turboprop,2,Some Cloud,Rain,Canada Goose,Branta canadensis,Medium,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00092,2020-12-01,19:54,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.97687760319312,-78.27860810554115,Climb,1196.0,211.0,Boeing,Model-177,Airplane,3,Turbofan,2,No Cloud,None,Greylag Goose,Anser anser,Medium,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00093,2020-04-23,02:34,SAMPLE25,Sample Regional Airport 25 (SYNTHETIC),,53.76722448829513,11.24575176761562,Climb,149.0,177.0,Boeing,Model-279,Airplane,3,Turboprop,2,No Cloud,None,Canada Goose,Branta canadensis,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00094,2022-07-23,12:59,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.82776798081858,0.06753678404076291,En Route,109.0,244.0,Cessna,Model-288,Airplane,5,Turboprop,2,Overcast,None,Greylag Goose,Anser anser,Large,2-10,2-10,Y,M,Aborted Takeoff,Engine,Wing,24754.51,6777.93,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00095,2019-03-12,00:55,SAMPLE10,Sample Municipal Airport 10 (SYNTHETIC),SS,42.89003262352467,-102.57298456026014,Descent,614.0,133.0,Boeing,Model-408,Airplane,2,Turbofan,2,Some Cloud,Rain,American Crow,Corvus brachyrhynchos,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00096,2022-01-05,18:19,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.6283520730112,12.458593842776514,Approach,517.0,180.0,Boeing,Model-828,Airplane,4,Turbojet,2,Some Cloud,None,Common Kestrel,Falco tinnunculus,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00097,2024-12-09,21:17,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.18743111218233,-119.66940196505426,Descent,164.0,172.0,Embraer,Model-669,Airplane,4,Turbojet,4,Overcast,None,Eurasian Sparrowhawk,Accipiter nisus,Medium,2-10,2-10,Y,S,Precautionary Landing,Windshield,Windshield,4839.06,3544.64,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00098,2018-08-31,15:55,SAMPLE17,Sample Regional Airport 17 (SYNTHETIC),,54.94995765905198,5.1519738604229195,Take-off run,12.0,115.0,Boeing,Model-633,Airplane,3,Turbofan,2,Some Cloud,None,Greylag Goose,Anser anser,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00099,2021-05-11,15:11,SAMPLE15,Sample Regional Airport 15 (SYNTHETIC),SS,33.42548522993513,-101.65545330046018,Approach,559.0,106.0,Bombardier,Model-518,Airplane,4,Turbofan,4,Overcast,None,Greylag Goose,Anser anser,Medium,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00100,2020-02-12,11:28,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.21306275394561,-119.6869759730248,Landing Roll,1575.0,219.0,Embraer,Model-401,Airplane,4,Turbojet,2,No Cloud,None,Mute Swan,Cygnus olor,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00101,2022-01-10,13:22,SAMPLE17,Sample Regional Airport 17 (SYNTHETIC),,54.96266963169557,5.156308012084801,En Route,149.0,107.0,Cessna,Model-729,Airplane,5,Turbofan,2,Overcast,Rain,Common Ringed Plover,Charadrius hiaticula,Small,2-10,2-10,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00102,2019-05-06,18:23,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.65655115247865,12.455569320362073,Take-off run,1421.0,108.0,Airbus,Model-220,Airplane,4,Turbojet,2,Some Cloud,None,Barn Swallow,Hirundo rustica,Small,2-10,2-10,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00103,2024-02-02,04:55,SAMPLE12,Sample Municipal Airport 12 (SYNTHETIC),SS,42.501358547085324,-99.34917208361767,Take-off run,278.0,224.0,Airbus,Model-780,Airplane,5,Turboprop,2,Overcast,Fog,Great Blue Heron,Ardea herodias,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00104,2024-04-08,20:07,SAMPLE24,Sample Municipal Airport 24 (SYNTHETIC),,57.85594333200666,13.99362384019446,Landing Roll,284.0,224.0,Embraer,Model-277,Airplane,5,Turboprop,2,No Cloud,None,Bald Eagle,Haliaeetus leucocephalus,Medium,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00105,2024-05-16,21:15,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.79279694355862,0.0658560743894992,Landing Roll,92.0,170.0,Cessna,Model-656,Airplane,4,Turbofan,2,Some Cloud,None,Common Kestrel,Falco tinnunculus,Small,2-10,2-10,N,,,Fuselage,,0.0,0.0,1,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00106,2023-01-02,23:08,SAMPLE16,Sample Municipal Airport 16 (SYNTHETIC),,49.215533092529334,2.339703013471401,Climb,1314.0,84.0,Bombardier,Model-132,Airplane,1,Turboprop,4,Some Cloud,None,Great Cormorant,Phalacrocorax carbo,Medium,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00107,2023-02-05,16:34,SAMPLE10,Sample Municipal Airport 10 (SYNTHETIC),SS,42.85138582970784,-102.56834737645815,Approach,124.0,214.0,Boeing,Model-476,Airplane,5,Turboprop,2,Some Cloud,None,Grey Heron,Ardea cinerea,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00108,2019-03-20,22:39,SAMPLE14,Sample Municipal Airport 14 (SYNTHETIC),SS,38.86805236131845,-94.84201244474049,En Route,87.0,162.0,Cessna,Model-748,Airplane,4,Turbojet,4,Overcast,None,Great Black-backed Gull,Larus marinus,Medium,1,1,Y,S,None,Windshield,,3121.69,382.37,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00109,2021-02-22,00:50,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.8340656915615,0.059796130360386265,Take-off run,362.0,199.0,Cessna,Model-484,Airplane,2,Turbojet,2,No Cloud,Rain,Grey Heron,Ardea cinerea,Medium,Over 100,Over 100,Y,M,Other,Nose,Wing,15448.2,5497.84,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00110,2022-08-01,09:12,SAMPLE24,Sample Municipal Airport 24 (SYNTHETIC),,57.82674092290982,13.937589296173886,Landing Roll,201.0,192.0,Bombardier,Model-777,Airplane,4,Turboprop,2,Overcast,Rain,Eurasian Sparrowhawk,Accipiter nisus,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00111,2021-11-29,01:21,SAMPLE20,Sample Municipal Airport 20 (SYNTHETIC),,54.46162332667737,4.016534134007753,En Route,3221.0,116.0,Bombardier,Model-573,Airplane,3,Turbofan,2,No Cloud,None,Bald Eagle,Haliaeetus leucocephalus,Medium,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00112,2024-08-26,05:07,SAMPLE09,Sample Regional Airport 09 (SYNTHETIC),SS,37.00300195107355,-82.57148907570395,Approach,402.0,105.0,Cessna,Model-264,Airplane,3,Turbofan,2,No Cloud,Fog,Rock Pigeon,Columba livia,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00113,2024-03-22,11:31,SAMPLE08,Sample Municipal Airport 08 (SYNTHETIC),SS,33.04620146220374,-114.10446873042862,Take-off run,238.0,227.0,Airbus,Model-434,Airplane,3,Turbojet,2,Overcast,Rain,American Crow,Corvus brachyrhynchos,Medium,1,1,UNK,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00114,2018-08-01,00:23,SAMPLE22,Sample Municipal Airport 22 (SYNTHETIC),,55.7256043017617,6.236526820878101,En Route,556.0,131.0,Bombardier,Model-180,Airplane,3,Turbofan,2,Overcast,None,Common Ringed Plover,Charadrius hiaticula,Large,2-10,2-10,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00115,2023-02-24,11:06,SAMPLE05,Sample Regional Airport 05 (SYNTHETIC),SS,42.14232276443462,-104.02644316971617,Take-off run,820.0,211.0,Airbus,Model-598,Airplane,5,Turboprop,2,No Cloud,None,Common Ringed Plover,Charadrius hiaticula,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00116,2018-10-01,14:00,,Sample Regional Airport 13 (SYNTHETIC),SS,40.67190363070639,-98.78998088054566,Climb,1148.0,148.0,Boeing,Model-368,Airplane,2,Turboprop,2,Some Cloud,None,Herring Gull,Larus argentatus,Medium,Over 100,Over 100,Y,M,Precautionary Landing,Fuselage,,9267.19,6.59,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00117,2023-03-30,16:58,SAMPLE22,Sample Municipal Airport 22 (SYNTHETIC),,55.7601420857087,6.241810256307263,Descent,1135.0,108.0,Boeing,Model-417,Airplane,4,Turbofan,2,Overcast,Rain,Canada Goose,Branta canadensis,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00118,2018-03-08,16:41,SAMPLE22,Sample Municipal Airport 22 (SYNTHETIC),,55.71938863245099,6.223874194044368,Landing Roll,736.0,145.0,Embraer,Model-315,Airplane,3,Turbofan,2,No Cloud,None,Common Kestrel,Falco tinnunculus,Large,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00119,2020-03-26,04:28,SAMPLE10,Sample Municipal Airport 10 (SYNTHETIC),SS,42.87267038292423,-102.55947049985522,Descent,1405.0,206.0,Embraer,Model-704,Airplane,1,Turbojet,2,No Cloud,None,Common Raven,Corvus corax,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00120,2021-09-01,13:43,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.66583041389252,12.480917531471448,Approach,1560.0,235.0,Cessna,Model-100,Airplane,2,Turboprop,2,Overcast,None,Common Raven,Corvus corax,Large,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00121,2022-01-02,20:48,SAMPLE07,Sample Regional Airport 07 (SYNTHETIC),SS,41.91099828097834,-76.44418384971817,Approach,117.0,159.0,Embraer,Model-592,Airplane,1,Turbofan,2,Overcast,None,Common Raven,Corvus corax,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00122,2023-10-06,00:34,SAMPLE19,Sample Regional Airport 19 (SYNTHETIC),,47.2960461311557,12.439492544047813,Landing Roll,622.0,145.0,Bombardier,Model-639,Airplane,2,Turbojet,4,No Cloud,Fog,Barn Swallow,Hirundo rustica,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00123,2018-10-19,03:20,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.24158244513882,-119.6431525275676,Approach,2620.0,103.0,Airbus,Model-240,Airplane,5,Turbofan,2,Some Cloud,Fog,Common Raven,Corvus corax,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00124,2018-12-17,18:45,,Sample Municipal Airport 22 (SYNTHETIC),,55.77407300283885,6.233098228816187,Climb,1927.0,169.0,Bombardier,Model-426,Airplane,4,Turboprop,2,Overcast,Rain,Greylag Goose,Anser anser,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00125,2018-08-05,20:09,,Sample Regional Airport 23 (SYNTHETIC),,51.83284480196291,0.055968049497915354,Climb,559.0,239.0,Cessna,Model-421,Airplane,2,Turbojet,2,Overcast,None,Common Kestrel,Falco tinnunculus,Small,2-10,2-10,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00126,2022-09-17,12:02,SAMPLE05,Sample Regional Airport 05 (SYNTHETIC),SS,42.12415888396161,-104.0540527525969,Descent,1560.0,212.0,Airbus,Model-271,Airplane,2,Turboprop,2,Some Cloud,None,Rock Pigeon,Columba livia,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00127,2022-10-23,03:34,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.18524579041548,-119.66069208881378,Approach,2220.0,237.0,Airbus,Model-531,Airplane,3,Turbojet,2,Some Cloud,Rain,Greylag Goose,Anser anser,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00128,2020-11-01,10:41,SAMPLE24,Sample Municipal Airport 24 (SYNTHETIC),,57.834524465701634,13.943115011015674,Approach,259.0,87.0,Boeing,Model-875,Airplane,2,Turbojet,2,No Cloud,None,Common Starling,Sturnus vulgaris,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00129,2022-02-12,10:32,SAMPLE20,Sample Municipal Airport 20 (SYNTHETIC),,54.44721258476031,4.0721823207688805,Take-off run,690.0,123.0,Cessna,Model-437,Airplane,1,Turbofan,2,No Cloud,None,Eurasian Sparrowhawk,Accipiter nisus,Medium,1,1,,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00130,2023-07-30,11:22,SAMPLE02,Sample Municipal Airport 02 (SYNTHETIC),SS,45.59858771332847,-85.77762643204237,Climb,90.0,117.0,Airbus,Model-399,Airplane,5,Turbofan,2,Some Cloud,None,Grey Heron,Ardea cinerea,Medium,1,1,Y,M,Precautionary Landing,Nose,Engine,7989.11,406.61,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00131,2018-09-21,17:08,SAMPLE17,Sample Regional Airport 17 (SYNTHETIC),,54.987472810810644,5.12300464850741,Take-off run,1549.0,190.0,Bombardier,Model-658,Airplane,2,Turbojet,2,No Cloud,None,Common Raven,Corvus corax,Medium,11-100,11-100,Y,M,Other,Wing,,11588.64,2596.57,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00132,2021-04-15,16:40,SAMPLE12,Sample Municipal Airport 12 (SYNTHETIC),SS,42.48547241355071,-99.35537526823985,Approach,90.0,237.0,Bombardier,Model-730,Airplane,3,Turboprop,2,No Cloud,None,Greylag Goose,Anser anser,Medium,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00133,2021-07-15,02:48,SAMPLE15,Sample Regional Airport 15 (SYNTHETIC),SS,33.39706114002299,-101.62925390555417,Approach,1335.0,97.0,Bombardier,Model-394,Airplane,4,Turboprop,2,No Cloud,None,American Robin,Turdus migratorius,Large,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00134,2020-05-28,17:37,SAMPLE07,Sample Regional Airport 07 (SYNTHETIC),SS,41.897112171787015,-76.42982306418217,Take-off run,213.0,178.0,Bombardier,Model-104,Airplane,4,Turboprop,2,Some Cloud,None,Canada Goose,Branta canadensis,Large,1,1,Y,M,Aborted Takeoff,Windshield,Engine,4831.93,1072.14,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00135,2024-09-02,20:39,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.84780372718903,0.08863999539252519,Approach,1188.0,190.0,Embraer,Model-570,Airplane,1,Turboprop,2,No Cloud,Fog,Common Ringed Plover,Charadrius hiaticula,Small,2-10,2-10,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00136,2020-07-12,11:56,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.97247179525381,-78.27761585442254,En Route,410.0,203.0,Boeing,Model-259,Airplane,3,Turbojet,2,No Cloud,Fog,Great Blue Heron,Ardea herodias,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00137,2022-09-20,14:48,SAMPLE19,Sample Regional Airport 19 (SYNTHETIC),,47.31997892899869,12.407625464575515,Descent,505.0,82.0,Airbus,Model-896,Airplane,2,Turbofan,2,No Cloud,Fog,Herring Gull,Larus argentatus,Medium,2-10,2-10,Y,M,Precautionary Landing,Nose,,16558.22,940.11,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00138,2022-10-30,14:46,SAMPLE17,Sample Regional Airport 17 (SYNTHETIC),,54.95360748676931,5.166344412201813,Take-off run,766.0,129.0,Boeing,Model-487,Airplane,2,Turboprop,2,Some Cloud,None,Common Ringed Plover,Charadrius hiaticula,Medium,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
