count_id,site_id,count_date,start_time_local,end_time_local,observation_hours,species_common_name,species_scientific_name,species_code,count,flight_direction,count_type,weather_notes,observer_effort_available,data_origin,operational_use
CNT000925,TREK008,2024-05-28,07:00,12:49,5.82,Great Blue Heron,Ardea herodias,ARDEA_HERO,5,W,visible_migration,light rain,True,synthetic_fixture,False
CNT000926,TREK008,2024-06-24,07:00,08:06,1.11,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,4,NW,visible_migration,clear,True,synthetic_fixture,False
CNT000927,TREK008,2024-07-31,07:00,08:23,1.39,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,9,NW,visible_migration,clear,True,synthetic_fixture,False
CNT000928,TREK008,2024-08-15,07:00,09:47,2.8,Common Kestrel,Falco tinnunculus,FALCO_TINN,2,SE,visible_migration,overcast,True,synthetic_fixture,False
CNT000929,TREK008,2024-08-15,07:00,09:47,2.8,Herring Gull,Larus argentatus,LARUS_ARGE,3,W,visible_migration,clear,True,synthetic_fixture,False
CNT000930,TREK008,2024-08-22,08:00,12:52,4.87,Great Cormorant,Phalacrocorax carbo,PHALACROCO,10,N,visible_migration,overcast,False,synthetic_fixture,False
CNT000931,TREK008,2024-08-22,08:00,12:52,4.87,Common Starling,Sturnus vulgaris,STURNUS_VU,8,N,visible_migration,overcast,True,synthetic_fixture,False
CNT000932,TREK008,2024-08-22,08:00,12:52,4.87,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,7,E,visible_migration,light rain,True,synthetic_fixture,False
CNT000933,TREK008,2024-09-10,08:00,13:50,5.84,Mallard,Anas platyrhynchos,ANAS_PLATY,13,S,visible_migration,windy,False,synthetic_fixture,False
CNT000934,TREK008,2024-09-10,08:00,13:50,5.84,Rock Pigeon,Columba livia,COLUMBA_LI,13,W,visible_migration,clear,True,synthetic_fixture,False
CNT000935,TREK008,2024-09-10,08:00,13:50,5.84,Common Buzzard,Buteo buteo,BUTEO_BUTE,6,N,visible_migration,clear,False,synthetic_fixture,False
CNT000936,TREK008,2024-10-10,06:00,11:52,5.87,Common Starling,Sturnus vulgaris,STURNUS_VU,13,S,visible_migration,,True,synthetic_fixture,False
CNT000937,TREK008,2024-10-10,06:00,11:52,5.87,Common Buzzard,Buteo buteo,BUTEO_BUTE,12,SW,visible_migration,overcast,True,synthetic_fixture,False
CNT000938,TREK008,2024-10-19,08:00,12:57,4.96,Mallard,Anas platyrhynchos,ANAS_PLATY,13,SE,visible_migration,,True,synthetic_fixture,False
CNT000939,TREK008,2024-10-19,08:00,12:57,4.96,American Robin,Turdus migratorius,TURDUS_MIG,5,E,visible_migration,light rain,False,synthetic_fixture,False
CNT000940,TREK008,2024-10-19,08:00,12:57,4.96,Common Raven,Corvus corax,CORVUS_COR,7,SE,visible_migration,,True,synthetic_fixture,False
CNT000941,TREK008,2024-10-19,08:00,12:57,4.96,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,7,NE,visible_migration,overcast,True,synthetic_fixture,False
CNT000942,TREK008,2024-10-19,08:00,12:57,4.96,Grey Heron,Ardea cinerea,ARDEA_CINE,9,S,visible_migration,clear,True,synthetic_fixture,False
CNT000943,TREK008,2024-10-23,08:00,12:25,4.43,Mute Swan,Cygnus olor,CYGNUS_OLO,7,NW,visible_migration,,True,synthetic_fixture,False
CNT000944,TREK008,2024-10-23,08:00,12:25,4.43,Common Raven,Corvus corax,CORVUS_COR,3,W,visible_migration,clear,True,synthetic_fixture,False
CNT000945,TREK008,2024-10-23,08:00,12:25,4.43,Barn Swallow,Hirundo rustica,HIRUNDO_RU,5,SE,visible_migration,clear,True,synthetic_fixture,False
CNT000946,TREK008,2024-11-04,06:00,08:53,2.9,Herring Gull,Larus argentatus,LARUS_ARGE,5,NE,visible_migration,clear,True,synthetic_fixture,False
CNT000947,TREK008,2024-11-04,06:00,08:53,2.9,Common Kestrel,Falco tinnunculus,FALCO_TINN,6,SE,visible_migration,windy,True,synthetic_fixture,False
CNT000948,TREK008,2024-11-04,06:00,08:53,2.9,Grey Heron,Ardea cinerea,ARDEA_CINE,6,E,visible_migration,clear,True,synthetic_fixture,False
CNT000949,TREK008,2024-11-04,06:00,08:53,2.9,Mallard,Anas platyrhynchos,ANAS_PLATY,9,SE,visible_migration,windy,True,synthetic_fixture,False
CNT000950,TREK008,2024-11-21,05:00,10:07,5.13,Common Starling,Sturnus vulgaris,STURNUS_VU,1,S,visible_migration,windy,True,synthetic_fixture,False
CNT000951,TREK008,2024-12-04,05:00,08:27,3.45,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,1,SE,visible_migration,overcast,True,synthetic_fixture,False
CNT000952,TREK008,2024-12-04,05:00,08:27,3.45,Mallard,Anas platyrhynchos,ANAS_PLATY,2,NE,visible_migration,light rain,True,synthetic_fixture,False
CNT000953,TREK008,2024-12-29,07:00,08:10,1.18,Mute Swan,Cygnus olor,CYGNUS_OLO,4,E,visible_migration,windy,True,synthetic_fixture,False
CNT000954,TREK008,2024-12-29,05:00,06:16,1.28,Great Blue Heron,Ardea herodias,ARDEA_HERO,0,SE,visible_migration,,True,synthetic_fixture,False
CNT000955,TREK009,2023-01-07,05:00,09:37,4.62,Common Buzzard,Buteo buteo,BUTEO_BUTE,5,NW,visible_migration,overcast,True,synthetic_fixture,False
CNT000956,TREK009,2023-01-07,05:00,09:37,4.62,Great Cormorant,Phalacrocorax carbo,PHALACROCO,2,NW,visible_migration,light rain,True,synthetic_fixture,False
CNT000957,TREK009,2023-01-07,05:00,09:37,4.62,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,3,N,visible_migration,windy,True,synthetic_fixture,False
CNT000958,TREK009,2023-01-07,05:00,09:37,4.62,American Crow,Corvus brachyrhynchos,CORVUS_BRA,1,NW,visible_migration,clear,True,synthetic_fixture,False
CNT000959,TREK009,2023-01-07,05:00,09:37,4.62,Rock Pigeon,Columba livia,COLUMBA_LI,4,NE,visible_migration,windy,True,synthetic_fixture,False
CNT000960,TREK009,2023-01-16,05:00,08:58,3.98,Common Kestrel,Falco tinnunculus,FALCO_TINN,2,NW,visible_migration,overcast,True,synthetic_fixture,False
CNT000961,TREK009,2023-01-16,05:00,08:58,3.98,Mute Swan,Cygnus olor,CYGNUS_OLO,6,S,visible_migration,overcast,True,synthetic_fixture,False
CNT000962,TREK009,2023-01-28,07:00,11:00,4.0,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,2,NW,visible_migration,overcast,True,synthetic_fixture,False
CNT000963,TREK009,2023-01-28,07:00,11:00,4.0,Mallard,Anas platyrhynchos,ANAS_PLATY,1,N,visible_migration,windy,True,synthetic_fixture,False
CNT000964,TREK009,2023-02-24,09:00,14:07,5.12,American Robin,Turdus migratorius,TURDUS_MIG,12,E,visible_migration,windy,True,synthetic_fixture,False
CNT000965,TREK009,2023-02-24,09:00,14:07,5.12,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,4,NW,visible_migration,light rain,True,synthetic_fixture,False
CNT000966,TREK009,2023-02-24,09:00,14:07,5.12,Great Blue Heron,Ardea herodias,ARDEA_HERO,3,SW,visible_migration,overcast,True,synthetic_fixture,False
CNT000967,TREK009,2023-02-24,09:00,14:07,5.12,Barn Swallow,Hirundo rustica,HIRUNDO_RU,8,NE,visible_migration,windy,True,synthetic_fixture,False
CNT000968,TREK009,2023-02-24,09:00,14:07,5.12,Canada Goose,Branta canadensis,BRANTA_CAN,4,S,visible_migration,light rain,True,synthetic_fixture,False
CNT000969,TREK009,2023-03-22,06:00,11:16,5.27,Greylag Goose,Anser anser,ANSER_ANSE,7,SE,visible_migration,clear,True,synthetic_fixture,False
CNT000970,TREK009,2023-03-22,06:00,11:16,5.27,Great Blue Heron,Ardea herodias,ARDEA_HERO,9,SW,visible_migration,clear,True,synthetic_fixture,False
CNT000971,TREK009,2023-03-22,06:00,11:16,5.27,Canada Goose,Branta canadensis,BRANTA_CAN,8,S,visible_migration,overcast,True,synthetic_fixture,False
CNT000972,TREK009,2023-03-22,09:00,10:56,1.94,Common Kestrel,Falco tinnunculus,FALCO_TINN,12,NW,visible_migration,,True,synthetic_fixture,False
CNT000973,TREK009,2023-04-02,06:00,08:06,2.1,Barn Swallow,Hirundo rustica,HIRUNDO_RU,14,SW,visible_migration,windy,False,synthetic_fixture,False
CNT000974,TREK009,2023-06-13,05:00,08:12,3.2,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,4,SW,visible_migration,clear,True,synthetic_fixture,False
CNT000975,TREK009,2023-06-13,05:00,08:12,3.2,Grey Heron,Ardea cinerea,ARDEA_CINE,3,NE,visible_migration,light rain,True,synthetic_fixture,False
CNT000976,TREK009,2023-07-20,07:00,08:41,1.69,Mallard,Anas platyrhynchos,ANAS_PLATY,3,NW,visible_migration,clear,True,synthetic_fixture,False
CNT000977,TREK009,2023-08-03,06:00,07:47,1.79,Canada Goose,Branta canadensis,BRANTA_CAN,5,E,visible_migration,windy,True,synthetic_fixture,False
CNT000978,TREK009,2023-08-03,06:00,07:47,1.79,Herring Gull,Larus argentatus,LARUS_ARGE,4,S,visible_migration,,True,synthetic_fixture,False
CNT000979,TREK009,2023-08-03,06:00,07:47,1.79,Great Black-backed Gull,Larus marinus,LARUS_MARI,5,S,visible_migration,clear,True,synthetic_fixture,False
CNT000980,TREK009,2023-09-02,06:00,07:09,1.16,Rock Pigeon,Columba livia,COLUMBA_LI,11,NE,visible_migration,,True,synthetic_fixture,False
CNT000981,TREK009,2023-09-20,09:00,11:49,2.83,Canada Goose,Branta canadensis,BRANTA_CAN,9,SE,visible_migration,light rain,False,synthetic_fixture,False
CNT000982,TREK009,2023-09-23,05:00,09:31,4.53,Common Raven,Corvus corax,CORVUS_COR,16,N,visible_migration,overcast,True,synthetic_fixture,False
CNT000983,TREK009,2023-09-23,05:00,09:31,4.53,American Crow,Corvus brachyrhynchos,CORVUS_BRA,15,E,visible_migration,,True,synthetic_fixture,False
CNT000984,TREK009,2023-09-23,05:00,09:31,4.53,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,12,NE,visible_migration,light rain,True,synthetic_fixture,False
CNT000985,TREK009,2023-09-23,05:00,09:31,4.53,Mallard,Anas platyrhynchos,ANAS_PLATY,16,SW,visible_migration,clear,True,synthetic_fixture,False
CNT000986,TREK009,2023-09-23,05:00,09:31,4.53,American Robin,Turdus migratorius,TURDUS_MIG,18,N,visible_migration,,True,synthetic_fixture,False
CNT000987,TREK009,2023-10-04,05:00,10:30,5.5,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,4,E,visible_migration,overcast,True,synthetic_fixture,False
CNT000988,TREK009,2023-10-04,05:00,10:30,5.5,Great Blue Heron,Ardea herodias,ARDEA_HERO,13,NE,visible_migration,clear,True,synthetic_fixture,False
CNT000989,TREK009,2023-10-23,05:00,08:02,3.04,Common Kestrel,Falco tinnunculus,FALCO_TINN,14,E,visible_migration,overcast,True,synthetic_fixture,False
CNT000990,TREK009,2023-10-23,05:00,08:02,3.04,Barn Swallow,Hirundo rustica,HIRUNDO_RU,10,NW,visible_migration,overcast,True,synthetic_fixture,False
CNT000991,TREK009,2023-10-23,05:00,08:02,3.04,Great Cormorant,Phalacrocorax carbo,PHALACROCO,3,N,visible_migration,clear,True,synthetic_fixture,False
CNT000992,TREK009,2023-11-19,07:00,10:37,3.63,Canada Goose,Branta canadensis,BRANTA_CAN,4,NE,visible_migration,overcast,True,synthetic_fixture,False
CNT000993,TREK009,2023-11-19,07:00,10:37,3.63,Great Cormorant,Phalacrocorax carbo,PHALACROCO,5,NW,visible_migration,light rain,True,synthetic_fixture,False
CNT000994,TREK009,2023-11-19,07:00,10:37,3.63,Grey Heron,Ardea cinerea,ARDEA_CINE,5,SE,visible_migration,light rain,True,synthetic_fixture,False
CNT000995,TREK009,2023-11-19,07:00,10:37,3.63,Common Buzzard,Buteo buteo,BUTEO_BUTE,9,W,visible_migration,overcast,True,synthetic_fixture,False
CNT000996,TREK009,2023-11-19,07:00,10:37,3.63,American Robin,Turdus migratorius,TURDUS_MIG,3,S,visible_migration,clear,False,synthetic_fixture,False
CNT000997,TREK009,2023-12-17,07:00,11:28,4.48,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,2,S,visible_migration,light rain,True,synthetic_fixture,False
CNT000998,TREK009,2024-01-05,08:00,12:22,4.38,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,2,SW,visible_migration,overcast,True,synthetic_fixture,False
CNT000999,TREK009,2024-01-05,08:00,12:22,4.38,Greylag Goose,Anser anser,ANSER_ANSE,5,N,visible_migration,clear,True,synthetic_fixture,False
CNT001000,TREK009,2024-01-23,05:00,08:02,3.04,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,5,SE,visible_migration,clear,True,synthetic_fixture,False
CNT001001,TREK009,2024-01-28,08:00,09:51,1.86,American Crow,Corvus brachyrhynchos,CORVUS_BRA,4,N,visible_migration,light rain,False,synthetic_fixture,False
CNT001002,TREK009,2024-01-28,08:00,09:51,1.86,Common Buzzard,Buteo buteo,BUTEO_BUTE,1,W,visible_migration,windy,True,synthetic_fixture,False
CNT001003,TREK009,2024-03-07,07:00,11:46,4.77,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,9,SE,visible_migration,light rain,True,synthetic_fixture,False
CNT001004,TREK009,2024-04-11,06:00,09:30,3.5,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,11,NW,visible_migration,clear,True,synthetic_fixture,False
CNT001005,TREK009,2024-04-11,06:00,09:30,3.5,Mute Swan,Cygnus olor,CYGNUS_OLO,13,N,visible_migration,overcast,True,synthetic_fixture,False
CNT001006,TREK009,2024-04-26,06:00,11:43,5.73,Great Cormorant,Phalacrocorax carbo,PHALACROCO,8,N,visible_migration,windy,False,synthetic_fixture,False
CNT001007,TREK009,2024-04-26,06:00,11:43,5.73,Mallard,Anas platyrhynchos,ANAS_PLATY,9,SW,visible_migration,windy,True,synthetic_fixture,False
CNT001008,TREK009,2024-04-26,06:00,11:43,5.73,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,15,NE,visible_migration,overcast,True,synthetic_fixture,False
CNT001009,TREK009,2024-04-26,06:00,11:43,5.73,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,18,NW,visible_migration,light rain,False,synthetic_fixture,False
CNT001010,TREK009,2024-05-02,08:00,10:52,2.87,Grey Heron,Ardea cinerea,ARDEA_CINE,12,SE,visible_migration,light rain,True,synthetic_fixture,False
CNT001011,TREK009,2024-05-02,08:00,10:52,2.87,Mute Swan,Cygnus olor,CYGNUS_OLO,13,NW,visible_migration,windy,False,synthetic_fixture,False
CNT001012,TREK009,2024-05-08,09:00,11:34,2.57,Herring Gull,Larus argentatus,LARUS_ARGE,6,N,visible_migration,,True,synthetic_fixture,False
CNT001013,TREK009,2024-05-08,09:00,11:34,2.57,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,4,NE,visible_migration,windy,True,synthetic_fixture,False
CNT001014,TREK009,2024-05-08,09:00,11:34,2.57,Common Raven,Corvus corax,CORVUS_COR,5,S,visible_migration,,True,synthetic_fixture,False
CNT001015,TREK009,2024-05-08,09:00,11:34,2.57,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,9,NW,visible_migration,windy,True,synthetic_fixture,False
CNT001016,TREK009,2024-05-08,09:00,11:34,2.57,Barn Swallow,Hirundo rustica,HIRUNDO_RU,7,S,visible_migration,clear,True,synthetic_fixture,False
CNT001017,TREK009,2024-05-08,05:00,06:14,1.24,Canada Goose,Branta canadensis,BRANTA_CAN,5,W,visible_migration,light rain,True,synthetic_fixture,False
CNT001018,TREK009,2024-05-08,05:00,06:14,1.24,American Robin,Turdus migratorius,TURDUS_MIG,8,W,visible_migration,windy,True,synthetic_fixture,False
CNT001019,TREK009,2024-05-08,05:00,06:14,1.24,Grey Heron,Ardea cinerea,ARDEA_CINE,8,SW,visible_migration,clear,True,synthetic_fixture,False
CNT001020,TREK009,2024-05-08,05:00,06:14,1.24,Common Buzzard,Buteo buteo,BUTEO_BUTE,11,W,visible_migration,clear,True,synthetic_fixture,False
CNT001021,TREK009,2024-06-15,06:00,09:19,3.32,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,6,E,visible_migration,windy,True,synthetic_fixture,False
CNT001022,TREK009,2024-06-15,06:00,09:19,3.32,Common Kestrel,Falco tinnunculus,FALCO_TINN,4,W,visible_migration,,True,synthetic_fixture,False
CNT001023,TREK009,2024-06-15,09:00,13:19,4.32,Great Blue Heron,Ardea herodias,ARDEA_HERO,2,SW,visible_migration,overcast,True,synthetic_fixture,False
CNT001024,TREK009,2024-06-15,09:00,13:19,4.32,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,2,SW,visible_migration,windy,True,synthetic_fixture,False
CNT001025,TREK009,2024-06-15,09:00,13:19,4.32,Grey Heron,Ardea cinerea,ARDEA_CINE,5,NW,visible_migration,light rain,True,synthetic_fixture,False
CNT001026,TREK009,2024-06-15,09:00,13:19,4.32,Common Kestrel,Falco tinnunculus,FALCO_TINN,3,N,visible_migration,overcast,True,synthetic_fixture,False
CNT001027,TREK009,2024-06-27,07:00,12:10,5.17,Common Raven,Corvus corax,CORVUS_COR,4,S,visible_migration,windy,True,synthetic_fixture,False
CNT001028,TREK009,2024-06-27,07:00,12:10,5.17,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,4,SE,visible_migration,windy,True,synthetic_fixture,False
CNT001029,TREK009,2024-07-02,05:00,08:37,3.63,Common Buzzard,Buteo buteo,BUTEO_BUTE,4,NW,visible_migration,light rain,True,synthetic_fixture,False
CNT001030,TREK009,2024-07-02,05:00,08:37,3.63,Herring Gull,Larus argentatus,LARUS_ARGE,3,NE,visible_migration,clear,True,synthetic_fixture,False
CNT001031,TREK009,2024-07-02,05:00,08:37,3.63,Rock Pigeon,Columba livia,COLUMBA_LI,2,E,visible_migration,,True,synthetic_fixture,False
CNT001032,TREK009,2024-07-03,08:00,10:07,2.13,Rock Pigeon,Columba livia,COLUMBA_LI,1,E,visible_migration,,True,synthetic_fixture,False
CNT001033,TREK009,2024-07-03,08:00,10:07,2.13,Mallard,Anas platyrhynchos,ANAS_PLATY,6,S,visible_migration,windy,True,synthetic_fixture,False
CNT001034,TREK009,2024-07-03,08:00,10:07,2.13,Grey Heron,Ardea cinerea,ARDEA_CINE,8,NE,visible_migration,clear,True,synthetic_fixture,False
CNT001035,TREK009,2024-07-04,08:00,13:52,5.88,Common Kestrel,Falco tinnunculus,FALCO_TINN,4,NE,visible_migration,,True,synthetic_fixture,False
CNT001036,TREK009,2024-07-11,08:00,09:55,1.93,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,3,S,visible_migration,,True,synthetic_fixture,False
CNT001037,TREK009,2024-07-11,08:00,09:55,1.93,Greylag Goose,Anser anser,ANSER_ANSE,2,W,visible_migration,,True,synthetic_fixture,False
CNT001038,TREK009,2024-07-11,08:00,09:55,1.93,Great Cormorant,Phalacrocorax carbo,PHALACROCO,0,W,visible_migration,light rain,True,synthetic_fixture,False
CNT001039,TREK009,2024-07-27,09:00,12:32,3.54,Greylag Goose,Anser anser,ANSER_ANSE,7,E,visible_migration,overcast,True,synthetic_fixture,False
CNT001040,TREK009,2024-07-27,09:00,12:32,3.54,Canada Goose,Branta canadensis,BRANTA_CAN,6,SW,visible_migration,,True,synthetic_fixture,False
CNT001041,TREK009,2024-07-27,09:00,12:32,3.54,Great Blue Heron,Ardea herodias,ARDEA_HERO,2,SW,visible_migration,clear,True,synthetic_fixture,False
CNT001042,TREK009,2024-07-27,08:00,09:43,1.73,Canada Goose,Branta canadensis,BRANTA_CAN,5,S,visible_migration,clear,True,synthetic_fixture,False
CNT001043,TREK009,2024-09-04,09:00,12:46,3.78,American Robin,Turdus migratorius,TURDUS_MIG,6,SW,visible_migration,clear,True,synthetic_fixture,False
CNT001044,TREK009,2024-09-04,09:00,12:46,3.78,Great Cormorant,Phalacrocorax carbo,PHALACROCO,8,SW,visible_migration,,True,synthetic_fixture,False
CNT001045,TREK009,2024-09-04,09:00,12:46,3.78,Common Kestrel,Falco tinnunculus,FALCO_TINN,11,W,visible_migration,overcast,True,synthetic_fixture,False
CNT001046,TREK009,2024-09-04,09:00,12:46,3.78,Herring Gull,Larus argentatus,LARUS_ARGE,10,SW,visible_migration,clear,False,synthetic_fixture,False
CNT001047,TREK009,2024-09-30,07:00,08:21,1.36,Grey Heron,Ardea cinerea,ARDEA_CINE,14,SW,visible_migration,windy,True,synthetic_fixture,False
CNT001048,TREK009,2024-11-06,09:00,13:55,4.92,Barn Swallow,Hirundo rustica,HIRUNDO_RU,6,NW,visible_migration,,True,synthetic_fixture,False
CNT001049,TREK009,2024-11-06,09:00,13:55,4.92,Herring Gull,Larus argentatus,LARUS_ARGE,5,S,visible_migration,,True,synthetic_fixture,False
CNT001050,TREK009,2024-11-06,09:00,13:55,4.92,Great Cormorant,Phalacrocorax carbo,PHALACROCO,6,W,visible_migration,light rain,True,synthetic_fixture,False
CNT001051,TREK009,2024-11-06,09:00,13:55,4.92,Mallard,Anas platyrhynchos,ANAS_PLATY,5,SW,visible_migration,overcast,True,synthetic_fixture,False
CNT001052,TREK009,2024-11-25,08:00,13:10,5.17,Common Raven,Corvus corax,CORVUS_COR,8,NE,visible_migration,light rain,True,synthetic_fixture,False
CNT001053,TREK009,2024-11-25,08:00,13:10,5.17,American Robin,Turdus migratorius,TURDUS_MIG,3,NW,visible_migration,,True,synthetic_fixture,False
CNT001054,TREK009,2024-11-25,08:00,13:10,5.17,Greylag Goose,Anser anser,ANSER_ANSE,1,SE,visible_migration,,True,synthetic_fixture,False
CNT001055,TREK009,2024-12-01,07:00,08:45,1.76,Greylag Goose,Anser anser,ANSER_ANSE,2,SE,visible_migration,,True,synthetic_fixture,False
CNT001056,TREK009,2024-12-23,07:00,10:19,3.32,Greylag Goose,Anser anser,ANSER_ANSE,1,S,visible_migration,clear,True,synthetic_fixture,False
CNT001057,TREK009,2024-12-23,07:00,10:19,3.32,Common Kestrel,Falco tinnunculus,FALCO_TINN,2,SE,visible_migration,windy,True,synthetic_fixture,False
CNT001058,TREK010,2023-01-02,08:00,13:42,5.7,Common Buzzard,Buteo buteo,BUTEO_BUTE,1,SW,capture,clear,True,synthetic_fixture,False
CNT001059,TREK010,2023-01-02,08:00,13:42,5.7,Great Black-backed Gull,Larus marinus,LARUS_MARI,4,NW,capture,windy,True,synthetic_fixture,False
CNT001060,TREK010,2023-01-02,08:00,13:42,5.7,Mute Swan,Cygnus olor,CYGNUS_OLO,6,SE,capture,overcast,False,synthetic_fixture,False
CNT001061,TREK010,2023-01-02,08:00,13:42,5.7,Common Starling,Sturnus vulgaris,STURNUS_VU,4,SW,capture,overcast,True,synthetic_fixture,False
CNT001062,TREK010,2023-01-06,07:00,11:40,4.68,Rock Pigeon,Columba livia,COLUMBA_LI,3,E,capture,overcast,True,synthetic_fixture,False
CNT001063,TREK010,2023-01-22,08:00,10:52,2.87,American Crow,Corvus brachyrhynchos,CORVUS_BRA,2,NE,capture,windy,True,synthetic_fixture,False
CNT001064,TREK010,2023-01-22,08:00,10:52,2.87,Common Raven,Corvus corax,CORVUS_COR,4,N,capture,light rain,True,synthetic_fixture,False
CNT001065,TREK010,2023-01-22,08:00,10:52,2.87,Greylag Goose,Anser anser,ANSER_ANSE,2,SW,capture,,True,synthetic_fixture,False
CNT001066,TREK010,2023-02-05,09:00,10:10,1.18,American Robin,Turdus migratorius,TURDUS_MIG,2,N,capture,clear,True,synthetic_fixture,False
CNT001067,TREK010,2023-02-14,06:00,09:01,3.02,Canada Goose,Branta canadensis,BRANTA_CAN,5,N,capture,light rain,True,synthetic_fixture,False
CNT001068,TREK010,2023-02-14,06:00,09:01,3.02,Great Blue Heron,Ardea herodias,ARDEA_HERO,3,E,capture,,True,synthetic_fixture,False
CNT001069,TREK010,2023-02-16,05:00,06:01,1.03,Grey Heron,Ardea cinerea,ARDEA_CINE,6,SE,capture,,True,synthetic_fixture,False
CNT001070,TREK010,2023-02-21,09:00,12:16,3.28,Herring Gull,Larus argentatus,LARUS_ARGE,2,S,capture,clear,True,synthetic_fixture,False
CNT001071,TREK010,2023-02-21,09:00,12:16,3.28,Great Black-backed Gull,Larus marinus,LARUS_MARI,6,S,capture,light rain,True,synthetic_fixture,False
CNT001072,TREK010,2023-02-21,09:00,12:16,3.28,Common Raven,Corvus corax,CORVUS_COR,2,W,capture,overcast,True,synthetic_fixture,False
CNT001073,TREK010,2023-02-21,09:00,12:16,3.28,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,2,S,capture,clear,True,synthetic_fixture,False
CNT001074,TREK010,2023-03-04,06:00,09:35,3.59,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,3,N,capture,overcast,True,synthetic_fixture,False
CNT001075,TREK010,2023-03-04,06:00,09:35,3.59,Mute Swan,Cygnus olor,CYGNUS_OLO,5,W,capture,overcast,True,synthetic_fixture,False
CNT001076,TREK010,2023-03-04,06:00,09:35,3.59,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,4,E,capture,,True,synthetic_fixture,False
CNT001077,TREK010,2023-03-04,06:00,09:35,3.59,Mallard,Anas platyrhynchos,ANAS_PLATY,6,SW,capture,windy,False,synthetic_fixture,False
CNT001078,TREK010,2023-03-05,07:00,12:29,5.49,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,10,NW,capture,windy,True,synthetic_fixture,False
CNT001079,TREK010,2023-03-05,07:00,12:29,5.49,Rock Pigeon,Columba livia,COLUMBA_LI,6,SE,capture,light rain,True,synthetic_fixture,False
CNT001080,TREK010,2023-06-25,06:00,11:27,5.46,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,2,NE,capture,clear,True,synthetic_fixture,False
CNT001081,TREK010,2023-06-25,05:00,09:19,4.32,Herring Gull,Larus argentatus,LARUS_ARGE,4,NE,capture,overcast,True,synthetic_fixture,False
CNT001082,TREK010,2023-06-25,05:00,09:19,4.32,Canada Goose,Branta canadensis,BRANTA_CAN,6,NE,capture,clear,True,synthetic_fixture,False
CNT001083,TREK010,2023-06-25,05:00,09:19,4.32,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,3,S,capture,,True,synthetic_fixture,False
CNT001084,TREK010,2023-06-25,05:00,09:19,4.32,Common Raven,Corvus corax,CORVUS_COR,4,N,capture,light rain,True,synthetic_fixture,False
CNT001085,TREK010,2023-07-03,06:00,09:15,3.25,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,0,N,capture,clear,True,synthetic_fixture,False
CNT001086,TREK010,2023-07-03,06:00,09:15,3.25,Mallard,Anas platyrhynchos,ANAS_PLATY,3,E,capture,,True,synthetic_fixture,False
CNT001087,TREK010,2023-07-03,06:00,09:15,3.25,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,3,NW,capture,clear,True,synthetic_fixture,False
CNT001088,TREK010,2023-07-13,05:00,07:24,2.41,Canada Goose,Branta canadensis,BRANTA_CAN,5,SE,capture,overcast,True,synthetic_fixture,False
CNT001089,TREK010,2023-07-13,05:00,07:24,2.41,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,2,N,capture,overcast,True,synthetic_fixture,False
CNT001090,TREK010,2023-07-13,05:00,07:24,2.41,Common Buzzard,Buteo buteo,BUTEO_BUTE,4,SE,capture,clear,True,synthetic_fixture,False
CNT001091,TREK010,2023-07-13,05:00,07:24,2.41,Rock Pigeon,Columba livia,COLUMBA_LI,3,S,capture,overcast,True,synthetic_fixture,False
CNT001092,TREK010,2023-07-20,05:00,06:13,1.22,Greylag Goose,Anser anser,ANSER_ANSE,4,N,capture,,True,synthetic_fixture,False
