station_id,timestamp_utc,latitude,longitude,temperature_c,dewpoint_c,relative_humidity_pct,wind_speed_knots,wind_direction_deg,wind_gust_knots,visibility_km,precipitation_mm,pressure_hpa,cloud_ceiling_ft,present_weather_code,quality_flag,data_origin,operational_use
WX-SAMPLE08,2024-06-08T09:00:00+00:00,33.03154,-114.15353,22.6,12.7,46.3,2.2,345,4.8,9.9,0.0,1008.5,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T10:00:00+00:00,33.03154,-114.15353,19.9,16.8,80.3,20.5,177,1.8,3.8,0.0,1020.1,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T11:00:00+00:00,33.03154,-114.15353,24.5,15.9,69.5,2.3,8,9.0,6.9,0.0,1005.8,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T12:00:00+00:00,33.03154,-114.15353,17.2,17.4,30.8,2.2,211,15.4,8.4,0.0,1021.9,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T13:00:00+00:00,33.03154,-114.15353,18.2,17.7,90.7,1.7,282,2.7,10.7,0.0,1003.5,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T14:00:00+00:00,33.03154,-114.15353,19.9,14.5,93.0,2.8,171,4.0,13.5,0.0,1019.8,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T15:00:00+00:00,33.03154,-114.15353,17.3,13.3,88.0,8.7,318,2.9,3.1,0.0,1015.6,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T16:00:00+00:00,33.03154,-114.15353,19.3,12.6,46.1,7.4,174,7.6,14.5,0.0,1014.4,1500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T17:00:00+00:00,33.03154,-114.15353,17.0,12.5,58.1,6.8,162,6.6,14.0,0.0,1007.7,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T18:00:00+00:00,33.03154,-114.15353,17.4,11.6,81.9,0.1,330,9.9,4.1,0.0,1011.1,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T19:00:00+00:00,33.03154,-114.15353,16.3,10.6,58.4,7.4,137,1.8,6.1,0.0,1017.5,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T20:00:00+00:00,33.03154,-114.15353,13.2,5.9,39.5,0.6,113,2.6,6.1,0.0,1012.4,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T21:00:00+00:00,33.03154,-114.15353,11.6,4.0,78.1,4.1,251,23.6,10.9,0.0,1018.3,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T22:00:00+00:00,33.03154,-114.15353,12.5,1.9,38.5,0.4,260,4.2,10.8,0.0,1024.4,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-08T23:00:00+00:00,33.03154,-114.15353,3.1,5.2,52.2,7.0,238,11.1,3.7,0.0,1022.6,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T00:00:00+00:00,33.03154,-114.15353,6.6,5.0,83.1,1.7,231,8.4,14.4,0.0,1005.9,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T01:00:00+00:00,33.03154,-114.15353,11.5,5.7,32.2,0.7,271,11.5,11.1,0.0,1005.1,25000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T02:00:00+00:00,33.03154,-114.15353,9.2,4.2,34.8,18.1,39,7.9,2.2,0.0,1018.8,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T03:00:00+00:00,33.03154,-114.15353,12.9,4.7,57.4,1.4,314,4.5,2.3,0.0,1005.7,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T04:00:00+00:00,33.03154,-114.15353,13.9,4.5,77.0,8.5,189,4.8,11.5,0.0,1018.6,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T05:00:00+00:00,33.03154,-114.15353,14.5,9.3,71.6,10.2,256,0.5,10.2,0.0,1015.8,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T06:00:00+00:00,33.03154,-114.15353,11.1,11.9,85.4,4.3,297,15.9,10.3,2.0,1031.1,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T07:00:00+00:00,33.03154,-114.15353,17.5,9.3,30.7,5.7,165,9.9,12.5,0.0,1018.0,25000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T08:00:00+00:00,33.03154,-114.15353,18.3,15.9,49.4,4.3,346,13.1,9.1,5.0,1009.9,15000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T09:00:00+00:00,33.03154,-114.15353,16.1,16.0,40.9,3.0,59,1.7,14.3,0.0,1015.0,1500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T10:00:00+00:00,33.03154,-114.15353,22.3,16.3,57.1,5.5,168,1.0,10.9,0.0,1014.8,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T11:00:00+00:00,33.03154,-114.15353,22.2,17.9,35.0,0.8,141,2.0,3.9,0.0,1012.0,500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T12:00:00+00:00,33.03154,-114.15353,21.4,14.8,60.9,2.7,122,30.2,5.5,0.0,999.1,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T13:00:00+00:00,33.03154,-114.15353,19.2,18.8,39.5,1.7,25,1.9,7.2,0.0,1000.4,500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T14:00:00+00:00,33.03154,-114.15353,21.9,14.3,51.5,2.0,154,13.7,7.8,0.0,1014.1,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T15:00:00+00:00,33.03154,-114.15353,18.2,13.2,87.6,18.6,132,2.8,3.4,0.5,1010.3,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T16:00:00+00:00,33.03154,-114.15353,16.9,13.9,41.6,4.3,300,6.1,11.3,0.0,1010.4,500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T17:00:00+00:00,33.03154,-114.15353,15.5,8.9,56.8,0.1,56,27.1,9.9,0.0,1006.9,25000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T18:00:00+00:00,33.03154,-114.15353,20.1,7.1,63.3,0.8,233,16.5,11.5,0.0,1029.5,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T19:00:00+00:00,33.03154,-114.15353,10.8,9.0,53.8,3.1,96,2.1,7.7,0.0,994.2,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T20:00:00+00:00,33.03154,-114.15353,7.0,9.7,68.9,3.0,21,2.4,8.1,0.0,1015.0,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T21:00:00+00:00,33.03154,-114.15353,7.8,4.4,42.8,3.9,357,3.0,3.1,0.0,1013.0,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T22:00:00+00:00,33.03154,-114.15353,12.0,5.2,38.2,2.7,140,10.5,9.1,0.5,1006.4,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-09T23:00:00+00:00,33.03154,-114.15353,10.0,6.2,49.5,19.5,230,26.7,10.5,0.0,998.9,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T00:00:00+00:00,33.03154,-114.15353,9.5,3.1,31.8,10.1,141,1.7,13.2,0.0,1016.1,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T01:00:00+00:00,33.03154,-114.15353,10.6,3.4,40.4,5.1,151,2.1,3.6,0.0,1013.4,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T02:00:00+00:00,33.03154,-114.15353,11.1,6.6,38.2,0.0,71,4.2,2.9,0.0,1015.3,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T03:00:00+00:00,33.03154,-114.15353,8.6,5.0,31.0,0.5,328,3.1,6.6,0.0,1019.1,1500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T04:00:00+00:00,33.03154,-114.15353,13.8,9.5,31.2,0.4,27,4.7,8.2,0.0,1016.6,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T05:00:00+00:00,33.03154,-114.15353,15.5,7.4,64.4,17.7,58,12.3,12.7,0.0,1020.8,15000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T06:00:00+00:00,33.03154,-114.15353,14.0,11.6,78.2,2.8,38,1.7,14.9,0.0,1012.1,500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T07:00:00+00:00,33.03154,-114.15353,15.4,13.4,32.2,3.7,184,20.8,5.2,0.0,1009.9,25000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T08:00:00+00:00,33.03154,-114.15353,20.1,14.0,92.6,2.0,100,1.0,10.0,0.0,1021.3,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T09:00:00+00:00,33.03154,-114.15353,21.4,14.5,49.7,0.7,263,28.9,2.2,0.0,1026.0,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T10:00:00+00:00,33.03154,-114.15353,17.1,17.9,52.2,5.8,56,2.9,10.4,0.0,1016.2,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T11:00:00+00:00,33.03154,-114.15353,22.6,12.9,80.5,21.2,303,0.8,7.5,0.0,1017.2,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T12:00:00+00:00,33.03154,-114.15353,21.1,16.8,36.5,0.7,165,2.3,3.5,0.0,1006.9,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T13:00:00+00:00,33.03154,-114.15353,22.3,18.7,57.7,5.4,80,1.4,3.3,0.5,1020.2,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T14:00:00+00:00,33.03154,-114.15353,18.2,16.7,49.1,7.0,196,10.2,8.6,0.0,1008.4,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T15:00:00+00:00,33.03154,-114.15353,20.8,11.8,58.7,2.6,141,42.6,13.4,0.0,1021.1,500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T16:00:00+00:00,33.03154,-114.15353,18.2,11.4,68.5,0.7,139,12.6,6.2,0.0,997.4,1500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T17:00:00+00:00,33.03154,-114.15353,18.0,14.5,45.5,2.5,287,9.0,7.3,0.5,1010.7,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T18:00:00+00:00,33.03154,-114.15353,14.9,9.8,95.0,1.9,154,1.0,5.5,0.0,1023.0,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T19:00:00+00:00,33.03154,-114.15353,15.3,10.6,76.2,3.3,37,11.5,10.3,0.0,1022.1,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T20:00:00+00:00,33.03154,-114.15353,11.2,6.9,41.2,10.6,28,0.7,8.5,0.0,1019.2,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T21:00:00+00:00,33.03154,-114.15353,9.7,6.7,33.7,1.4,332,9.0,2.7,0.0,1028.0,15000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T22:00:00+00:00,33.03154,-114.15353,8.2,6.2,74.2,3.6,309,8.5,2.3,0.0,1009.4,15000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-10T23:00:00+00:00,33.03154,-114.15353,10.7,3.4,34.0,6.4,228,5.4,10.3,0.0,1008.1,15000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T00:00:00+00:00,33.03154,-114.15353,11.1,5.4,52.9,8.1,330,1.1,7.3,0.0,1001.3,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T01:00:00+00:00,33.03154,-114.15353,6.4,3.5,33.7,11.8,223,0.2,11.7,0.0,1019.7,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T02:00:00+00:00,33.03154,-114.15353,10.3,2.7,43.8,0.2,33,17.2,4.0,0.0,1009.8,15000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T03:00:00+00:00,33.03154,-114.15353,10.6,8.2,94.6,6.1,14,6.5,8.2,2.0,1014.5,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T04:00:00+00:00,33.03154,-114.15353,8.4,6.1,91.6,3.2,213,2.5,4.7,0.0,1017.7,500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T05:00:00+00:00,33.03154,-114.15353,15.1,11.1,30.8,4.1,196,37.6,13.4,0.0,1026.4,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T06:00:00+00:00,33.03154,-114.15353,14.4,9.3,53.1,1.8,231,37.5,3.0,0.0,1000.7,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T07:00:00+00:00,33.03154,-114.15353,17.7,10.9,71.1,0.4,198,6.8,3.5,0.0,1024.8,15000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T08:00:00+00:00,33.03154,-114.15353,17.8,14.4,92.8,4.2,253,2.2,2.8,0.0,1004.9,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T09:00:00+00:00,33.03154,-114.15353,18.9,16.6,70.2,5.3,176,4.7,7.1,2.0,999.4,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T10:00:00+00:00,33.03154,-114.15353,21.5,17.4,39.0,2.5,74,14.2,10.6,0.5,1021.0,1500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T11:00:00+00:00,33.03154,-114.15353,20.9,15.3,53.5,1.1,183,1.2,2.5,0.0,1012.1,500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T12:00:00+00:00,33.03154,-114.15353,18.8,16.0,94.3,5.8,130,3.8,14.1,0.0,1007.6,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T13:00:00+00:00,33.03154,-114.15353,19.3,13.6,37.9,0.4,229,0.2,5.9,0.0,1006.9,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T14:00:00+00:00,33.03154,-114.15353,19.2,16.4,65.9,8.6,157,7.6,4.1,0.0,1003.1,15000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T15:00:00+00:00,33.03154,-114.15353,19.1,12.1,78.5,7.3,326,9.2,13.9,0.0,1011.4,500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T16:00:00+00:00,33.03154,-114.15353,15.1,12.8,54.2,7.2,245,1.1,12.0,0.0,1029.2,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T17:00:00+00:00,33.03154,-114.15353,13.2,10.1,58.8,2.0,234,8.9,8.5,0.0,1020.3,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T18:00:00+00:00,33.03154,-114.15353,12.7,12.8,87.1,0.6,210,0.2,10.3,0.5,1023.0,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T19:00:00+00:00,33.03154,-114.15353,12.7,7.6,61.9,0.9,156,8.4,12.2,0.0,1017.7,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T20:00:00+00:00,33.03154,-114.15353,13.2,4.5,79.0,10.2,170,8.3,4.2,0.0,1015.7,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T21:00:00+00:00,33.03154,-114.15353,9.5,7.4,69.6,9.9,282,21.2,12.0,0.0,1025.8,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T22:00:00+00:00,33.03154,-114.15353,10.5,1.8,59.2,0.9,258,14.3,10.0,5.0,1027.2,500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-11T23:00:00+00:00,33.03154,-114.15353,12.9,2.9,89.2,5.7,206,7.7,10.3,0.0,1003.5,500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T00:00:00+00:00,33.03154,-114.15353,7.6,5.2,62.0,1.8,119,21.9,14.2,0.5,1011.1,1500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T01:00:00+00:00,33.03154,-114.15353,10.0,6.9,32.9,3.3,339,0.5,4.2,0.0,1013.9,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T02:00:00+00:00,33.03154,-114.15353,10.8,3.1,72.9,0.6,2,3.3,11.5,0.0,1002.1,25000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T03:00:00+00:00,33.03154,-114.15353,6.4,3.3,31.8,0.7,210,9.3,9.2,0.0,1025.3,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T04:00:00+00:00,33.03154,-114.15353,12.7,4.8,31.4,4.2,287,4.4,7.7,0.0,1014.9,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T05:00:00+00:00,33.03154,-114.15353,12.5,5.6,67.1,10.9,156,3.1,5.3,0.0,1018.8,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T06:00:00+00:00,33.03154,-114.15353,11.6,7.0,53.5,1.4,226,20.8,11.8,0.0,1025.9,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T07:00:00+00:00,33.03154,-114.15353,18.4,13.9,48.6,21.2,114,0.8,11.5,0.0,1017.7,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T08:00:00+00:00,33.03154,-114.15353,15.2,12.2,75.8,7.2,234,11.1,3.0,0.0,1016.0,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T09:00:00+00:00,33.03154,-114.15353,19.5,12.7,59.6,5.4,210,6.2,14.3,0.0,1002.7,1500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T10:00:00+00:00,33.03154,-114.15353,21.5,14.7,89.5,4.0,117,12.8,12.0,0.0,1020.4,25000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T11:00:00+00:00,33.03154,-114.15353,20.3,18.4,74.4,6.2,154,5.6,2.1,0.0,1010.9,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T12:00:00+00:00,33.03154,-114.15353,24.1,18.7,56.2,5.2,334,25.6,4.7,0.0,1018.5,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T13:00:00+00:00,33.03154,-114.15353,26.0,13.7,51.5,10.7,16,4.5,10.7,0.0,1015.5,1500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T14:00:00+00:00,33.03154,-114.15353,21.8,12.5,52.7,11.8,221,2.7,7.3,0.5,1020.2,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T15:00:00+00:00,33.03154,-114.15353,15.3,15.4,32.7,1.6,105,13.2,6.0,0.5,1005.8,1500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T16:00:00+00:00,33.03154,-114.15353,22.4,12.7,70.6,4.2,326,1.7,2.3,0.0,1009.8,500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T17:00:00+00:00,33.03154,-114.15353,16.3,11.0,71.3,18.4,101,2.5,11.5,0.0,1018.6,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T18:00:00+00:00,33.03154,-114.15353,17.0,10.0,46.2,6.1,154,29.0,12.2,0.0,1014.1,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T19:00:00+00:00,33.03154,-114.15353,13.5,5.6,74.1,5.4,91,7.2,10.9,0.0,1006.2,1500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T20:00:00+00:00,33.03154,-114.15353,15.7,7.1,78.6,1.7,30,2.8,7.4,0.0,997.8,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T21:00:00+00:00,33.03154,-114.15353,9.6,5.8,88.8,1.9,163,0.3,5.5,0.0,1029.4,25000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T22:00:00+00:00,33.03154,-114.15353,12.0,5.8,57.0,7.4,70,15.9,12.7,0.0,1020.0,15000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-12T23:00:00+00:00,33.03154,-114.15353,11.7,1.7,86.6,1.9,66,3.9,3.8,0.0,1011.5,500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T00:00:00+00:00,33.03154,-114.15353,13.4,6.7,77.2,6.1,214,19.2,7.8,0.0,1029.7,1500,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T01:00:00+00:00,33.03154,-114.15353,11.7,6.8,38.2,26.9,268,3.3,7.5,0.0,1014.1,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T02:00:00+00:00,33.03154,-114.15353,9.3,3.9,68.5,3.5,6,25.3,6.9,0.0,1008.6,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T03:00:00+00:00,33.03154,-114.15353,13.3,6.0,91.6,5.7,196,0.1,9.5,0.0,1024.0,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T04:00:00+00:00,33.03154,-114.15353,14.4,6.2,56.5,3.5,314,4.5,7.0,0.0,1018.8,25000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T05:00:00+00:00,33.03154,-114.15353,16.4,6.3,81.0,4.5,142,17.5,13.9,0.0,1019.5,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T06:00:00+00:00,33.03154,-114.15353,16.3,7.7,92.3,9.4,185,3.2,8.8,0.0,1007.6,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T07:00:00+00:00,33.03154,-114.15353,18.4,13.3,87.0,0.1,187,25.7,13.9,0.5,1010.7,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T08:00:00+00:00,33.03154,-114.15353,13.9,11.7,38.1,1.6,30,1.1,12.5,0.0,1030.0,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T09:00:00+00:00,33.03154,-114.15353,20.9,11.4,65.9,2.3,140,3.3,13.9,0.0,1027.2,25000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T10:00:00+00:00,33.03154,-114.15353,18.7,12.4,43.4,1.4,54,36.8,10.5,0.0,1021.0,25000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T11:00:00+00:00,33.03154,-114.15353,23.2,13.9,79.6,6.9,217,10.0,9.7,2.0,1022.2,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T12:00:00+00:00,33.03154,-114.15353,23.2,13.4,65.7,5.4,93,0.3,2.0,0.0,1008.4,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T13:00:00+00:00,33.03154,-114.15353,20.7,14.7,79.3,1.1,263,1.1,11.2,0.0,1016.4,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T14:00:00+00:00,33.03154,-114.15353,19.0,17.6,63.3,9.8,29,9.6,10.4,0.5,1020.7,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T15:00:00+00:00,33.03154,-114.15353,19.8,12.1,70.2,9.5,181,3.5,3.7,0.0,1006.9,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T16:00:00+00:00,33.03154,-114.15353,19.6,12.1,67.0,1.3,333,1.4,9.0,0.5,1012.8,500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T17:00:00+00:00,33.03154,-114.15353,14.3,9.2,94.1,5.5,147,1.7,13.9,0.0,1001.9,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T18:00:00+00:00,33.03154,-114.15353,15.2,10.3,55.3,2.2,264,8.7,10.0,0.0,1007.4,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T19:00:00+00:00,33.03154,-114.15353,9.4,10.5,78.0,4.1,48,17.2,13.7,0.0,1018.4,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T20:00:00+00:00,33.03154,-114.15353,7.8,7.5,32.2,4.2,323,13.6,9.7,0.0,1012.9,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T21:00:00+00:00,33.03154,-114.15353,12.8,6.2,66.8,22.4,213,5.0,14.7,0.0,1018.2,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T22:00:00+00:00,33.03154,-114.15353,11.4,4.3,92.4,2.8,275,2.4,3.5,0.0,1001.8,1500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-13T23:00:00+00:00,33.03154,-114.15353,9.2,5.8,76.8,5.1,149,10.5,2.1,0.0,1002.6,1500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T00:00:00+00:00,33.03154,-114.15353,7.0,1.8,44.4,0.3,258,0.1,10.1,0.0,1012.5,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T01:00:00+00:00,33.03154,-114.15353,10.0,4.2,87.3,6.4,103,8.4,9.0,0.0,1006.4,25000,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T02:00:00+00:00,33.03154,-114.15353,11.0,4.1,63.2,0.5,348,4.5,13.8,0.0,1016.7,15000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T03:00:00+00:00,33.03154,-114.15353,11.0,3.7,59.3,4.6,266,3.1,3.3,0.0,1016.0,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T04:00:00+00:00,33.03154,-114.15353,12.0,9.1,50.8,3.2,341,15.9,2.7,0.0,1006.8,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T05:00:00+00:00,33.03154,-114.15353,14.3,9.8,67.8,18.7,318,7.7,6.1,0.0,1026.0,5000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T06:00:00+00:00,33.03154,-114.15353,16.4,11.0,79.4,3.7,342,9.0,3.5,0.0,1016.0,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T07:00:00+00:00,33.03154,-114.15353,19.5,11.5,62.4,7.6,110,6.7,8.7,0.5,1008.8,500,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T08:00:00+00:00,33.03154,-114.15353,17.7,13.4,81.7,0.9,100,0.2,14.2,0.0,1018.9,500,RA,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T09:00:00+00:00,33.03154,-114.15353,16.6,14.0,81.3,1.7,34,12.8,13.3,2.0,1018.3,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T10:00:00+00:00,33.03154,-114.15353,17.5,17.0,57.4,2.0,114,3.5,6.0,2.0,1017.1,25000,,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T11:00:00+00:00,33.03154,-114.15353,22.9,13.8,61.5,1.7,178,0.3,9.0,0.0,1011.9,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE08,2024-06-14T12:00:00+00:00,33.03154,-114.15353,23.6,18.7,32.9,2.3,94,3.9,6.2,0.0,1001.6,5000,HZ,sample,synthetic_fixture,False
